locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOJCHJDC_00001	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
HOJCHJDC_00002	CDS	3579				hypothetical protein
HOJCHJDC_00003	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
HOJCHJDC_00004	CDS	501	rplJ			50S ribosomal protein L10
HOJCHJDC_00005	CDS	1260	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
HOJCHJDC_00006	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
HOJCHJDC_00007	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
HOJCHJDC_00008	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
HOJCHJDC_00009	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
HOJCHJDC_00010	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
HOJCHJDC_00011	CDS	738	mecA		COG4862	Adapter protein MecA
HOJCHJDC_00012	CDS	1035				hypothetical protein
HOJCHJDC_00013	CDS	1434				hypothetical protein
HOJCHJDC_00014	CDS	987	glyG			Glycosyltransferase GlyG
HOJCHJDC_00015	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
HOJCHJDC_00016	CDS	837				hypothetical protein
HOJCHJDC_00017	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HOJCHJDC_00018	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
HOJCHJDC_00019	CDS	477	aroL	2.7.1.71		Shikimate kinase 2
HOJCHJDC_00020	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
HOJCHJDC_00021	CDS	339				hypothetical protein
HOJCHJDC_00022	CDS	1104				hypothetical protein
HOJCHJDC_00023	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
HOJCHJDC_00024	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HOJCHJDC_00025	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HOJCHJDC_00026	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
HOJCHJDC_00027	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
HOJCHJDC_00028	CDS	675				hypothetical protein
HOJCHJDC_00029	CDS	930				hypothetical protein
HOJCHJDC_00030	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
HOJCHJDC_00031	CDS	1455	amyS	3.2.1.1		Alpha-amylase
HOJCHJDC_00032	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
HOJCHJDC_00033	CDS	486				hypothetical protein
HOJCHJDC_00034	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
HOJCHJDC_00035	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
HOJCHJDC_00036	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
HOJCHJDC_00037	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
HOJCHJDC_00038	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
HOJCHJDC_00039	CDS	753				hypothetical protein
HOJCHJDC_00040	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
HOJCHJDC_00041	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
