locus_tag	ftype	length_bp	gene	EC_number	COG	product
HHNBFDDL_00001	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
HHNBFDDL_00002	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
HHNBFDDL_00003	CDS	378				hypothetical protein
HHNBFDDL_00004	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
HHNBFDDL_00005	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
HHNBFDDL_00006	CDS	762				hypothetical protein
HHNBFDDL_00007	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HHNBFDDL_00008	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HHNBFDDL_00009	CDS	258				hypothetical protein
HHNBFDDL_00010	CDS	1245				hypothetical protein
HHNBFDDL_00011	CDS	606	urdA	1.3.99.33		Urocanate reductase
HHNBFDDL_00012	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HHNBFDDL_00013	CDS	1380		1.6.99.3		putative NADH oxidase
HHNBFDDL_00014	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
HHNBFDDL_00015	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
HHNBFDDL_00016	CDS	648				hypothetical protein
HHNBFDDL_00017	CDS	447				hypothetical protein
HHNBFDDL_00018	CDS	495				hypothetical protein
HHNBFDDL_00019	CDS	531	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
HHNBFDDL_00020	CDS	357	mgsR		COG1393	Regulatory protein MgsR
HHNBFDDL_00021	CDS	801	yxeN			putative amino-acid permease protein YxeN
HHNBFDDL_00022	CDS	744	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
HHNBFDDL_00023	CDS	225				hypothetical protein
HHNBFDDL_00024	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HHNBFDDL_00025	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HHNBFDDL_00026	CDS	612	def_1	3.5.1.88	COG0242	Peptide deformylase
HHNBFDDL_00027	CDS	513	capA			Capsule biosynthesis protein CapA
HHNBFDDL_00028	CDS	114				hypothetical protein
HHNBFDDL_00029	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
HHNBFDDL_00030	CDS	636				hypothetical protein
HHNBFDDL_00031	CDS	726				hypothetical protein
HHNBFDDL_00032	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
HHNBFDDL_00033	CDS	897	yicL_1		COG0697	putative inner membrane transporter YicL
HHNBFDDL_00034	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
HHNBFDDL_00035	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HHNBFDDL_00036	CDS	186				hypothetical protein
HHNBFDDL_00037	CDS	288				hypothetical protein
HHNBFDDL_00038	CDS	306				hypothetical protein
HHNBFDDL_00039	CDS	159				hypothetical protein
HHNBFDDL_00040	CDS	1365	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
HHNBFDDL_00041	CDS	696	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
HHNBFDDL_00042	CDS	585				hypothetical protein
HHNBFDDL_00043	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
HHNBFDDL_00044	CDS	1755	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HHNBFDDL_00045	CDS	993	rhaR			HTH-type transcriptional activator RhaR
HHNBFDDL_00046	CDS	1191				hypothetical protein
HHNBFDDL_00047	CDS	189				hypothetical protein
HHNBFDDL_00048	CDS	183				hypothetical protein
HHNBFDDL_00049	CDS	1287				hypothetical protein
HHNBFDDL_00050	CDS	726				hypothetical protein
HHNBFDDL_00051	CDS	720	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HHNBFDDL_00052	CDS	729				hypothetical protein
HHNBFDDL_00053	CDS	210				hypothetical protein
HHNBFDDL_00054	CDS	489				hypothetical protein
HHNBFDDL_00055	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
HHNBFDDL_00056	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
HHNBFDDL_00057	CDS	552				hypothetical protein
HHNBFDDL_00058	CDS	102				hypothetical protein
HHNBFDDL_00059	CDS	390				hypothetical protein
HHNBFDDL_00060	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HHNBFDDL_00061	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HHNBFDDL_00062	CDS	177	rpsU		COG0828	30S ribosomal protein S21
HHNBFDDL_00063	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
HHNBFDDL_00064	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HHNBFDDL_00065	CDS	384				hypothetical protein
HHNBFDDL_00066	CDS	390				hypothetical protein
HHNBFDDL_00067	CDS	1131	hemW		COG0635	Heme chaperone HemW
HHNBFDDL_00068	CDS	738				hypothetical protein
HHNBFDDL_00069	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
HHNBFDDL_00070	CDS	618				hypothetical protein
HHNBFDDL_00071	CDS	402	spxA_1		COG1393	Regulatory protein Spx
HHNBFDDL_00072	CDS	279				hypothetical protein
HHNBFDDL_00073	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
HHNBFDDL_00074	CDS	1305	rsmF_1	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
HHNBFDDL_00075	CDS	114				hypothetical protein
HHNBFDDL_00076	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
HHNBFDDL_00077	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
HHNBFDDL_00078	CDS	885				hypothetical protein
HHNBFDDL_00079	CDS	804	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
HHNBFDDL_00080	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
HHNBFDDL_00081	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
HHNBFDDL_00082	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
HHNBFDDL_00083	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
HHNBFDDL_00084	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
HHNBFDDL_00085	CDS	753				hypothetical protein
HHNBFDDL_00086	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
HHNBFDDL_00087	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
HHNBFDDL_00088	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
HHNBFDDL_00089	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
HHNBFDDL_00090	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
HHNBFDDL_00091	CDS	486				hypothetical protein
HHNBFDDL_00092	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
HHNBFDDL_00093	CDS	1455	amyS	3.2.1.1		Alpha-amylase
HHNBFDDL_00094	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
HHNBFDDL_00095	CDS	1635				hypothetical protein
HHNBFDDL_00096	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
HHNBFDDL_00097	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
HHNBFDDL_00098	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HHNBFDDL_00099	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HHNBFDDL_00100	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
HHNBFDDL_00101	CDS	1104				hypothetical protein
HHNBFDDL_00102	CDS	339				hypothetical protein
HHNBFDDL_00103	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
HHNBFDDL_00104	CDS	477	aroL	2.7.1.71		Shikimate kinase 2
HHNBFDDL_00105	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
HHNBFDDL_00106	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HHNBFDDL_00107	CDS	837				hypothetical protein
HHNBFDDL_00108	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
HHNBFDDL_00109	CDS	987	glyG_1			Glycosyltransferase GlyG
HHNBFDDL_00110	CDS	1434				hypothetical protein
HHNBFDDL_00111	CDS	1035				hypothetical protein
HHNBFDDL_00112	CDS	738	mecA		COG4862	Adapter protein MecA
HHNBFDDL_00113	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
HHNBFDDL_00114	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
HHNBFDDL_00115	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
HHNBFDDL_00116	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
HHNBFDDL_00117	CDS	1752		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
HHNBFDDL_00118	CDS	1512	dadD	3.5.4.31		5'-deoxyadenosine deaminase
HHNBFDDL_00119	CDS	501	rplJ			50S ribosomal protein L10
HHNBFDDL_00120	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
HHNBFDDL_00121	CDS	588				hypothetical protein
HHNBFDDL_00122	CDS	810	murR			HTH-type transcriptional regulator MurR
HHNBFDDL_00123	CDS	702	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HHNBFDDL_00124	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
HHNBFDDL_00125	tRNA	98				tRNA-Phe(aaa)
HHNBFDDL_00126	CDS	459				hypothetical protein
HHNBFDDL_00127	CDS	2223	nanB_1	3.2.1.18	COG4409	Sialidase B
HHNBFDDL_00128	CDS	1110	yjhC_1	1.-.-.-	COG0673	putative oxidoreductase YjhC
HHNBFDDL_00129	CDS	891	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
HHNBFDDL_00130	CDS	324				hypothetical protein
HHNBFDDL_00131	CDS	1992				hypothetical protein
HHNBFDDL_00132	CDS	477	ntpK			V-type sodium ATPase subunit K
HHNBFDDL_00133	CDS	582	atpE_1			V-type proton ATPase subunit E
HHNBFDDL_00134	CDS	1008	ntpC			V-type sodium ATPase subunit C
HHNBFDDL_00135	CDS	321	ntpG			V-type sodium ATPase subunit G
HHNBFDDL_00136	CDS	1776	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
HHNBFDDL_00137	CDS	1386	ntpB			V-type sodium ATPase subunit B
HHNBFDDL_00138	CDS	612	ntpD			V-type sodium ATPase subunit D
HHNBFDDL_00139	CDS	417				hypothetical protein
HHNBFDDL_00140	CDS	399	spxA_2		COG1393	Regulatory protein Spx
HHNBFDDL_00141	CDS	570				hypothetical protein
HHNBFDDL_00142	CDS	267				hypothetical protein
HHNBFDDL_00143	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HHNBFDDL_00144	CDS	306				hypothetical protein
HHNBFDDL_00145	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
HHNBFDDL_00146	CDS	471				hypothetical protein
HHNBFDDL_00147	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
HHNBFDDL_00148	CDS	144				hypothetical protein
HHNBFDDL_00149	CDS	1539				hypothetical protein
HHNBFDDL_00150	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
HHNBFDDL_00151	CDS	507				hypothetical protein
HHNBFDDL_00152	CDS	591				hypothetical protein
HHNBFDDL_00153	CDS	618	udk_1	2.7.1.48		Uridine kinase
HHNBFDDL_00154	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
HHNBFDDL_00155	CDS	627	rplC		COG0087	50S ribosomal protein L3
HHNBFDDL_00156	CDS	624	rplD		COG0088	50S ribosomal protein L4
HHNBFDDL_00157	CDS	297	rplW			50S ribosomal protein L23
HHNBFDDL_00158	CDS	834	rplB		COG0090	50S ribosomal protein L2
HHNBFDDL_00159	CDS	282	rpsS		COG0185	30S ribosomal protein S19
HHNBFDDL_00160	CDS	345	rplV		COG0091	50S ribosomal protein L22
HHNBFDDL_00161	CDS	654	rpsC		COG0092	30S ribosomal protein S3
HHNBFDDL_00162	CDS	414	rplP		COG0197	50S ribosomal protein L16
HHNBFDDL_00163	CDS	207	rpmC		COG0255	50S ribosomal protein L29
HHNBFDDL_00164	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
HHNBFDDL_00165	CDS	369	rplN		COG0093	50S ribosomal protein L14
HHNBFDDL_00166	CDS	306	rplX		COG0198	50S ribosomal protein L24
HHNBFDDL_00167	CDS	543	rplE		COG0094	50S ribosomal protein L5
HHNBFDDL_00168	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
HHNBFDDL_00169	CDS	399	rpsH			30S ribosomal protein S8
HHNBFDDL_00170	CDS	537	rplF		COG0097	50S ribosomal protein L6
HHNBFDDL_00171	CDS	357	rplR		COG0256	50S ribosomal protein L18
HHNBFDDL_00172	CDS	495	rpsE			30S ribosomal protein S5
HHNBFDDL_00173	CDS	183	rpmD		COG1841	50S ribosomal protein L30
HHNBFDDL_00174	CDS	441	rplO			50S ribosomal protein L15
HHNBFDDL_00175	CDS	1311	secY_1			Protein translocase subunit SecY
HHNBFDDL_00176	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
HHNBFDDL_00177	CDS	219	infA		COG0361	Translation initiation factor IF-1
HHNBFDDL_00178	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
HHNBFDDL_00179	CDS	366	rpsM		COG0099	30S ribosomal protein S13
HHNBFDDL_00180	CDS	384	rpsK			30S ribosomal protein S11
HHNBFDDL_00181	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HHNBFDDL_00182	CDS	387	rplQ		COG0203	50S ribosomal protein L17
HHNBFDDL_00183	CDS	267				hypothetical protein
HHNBFDDL_00184	CDS	1338				hypothetical protein
HHNBFDDL_00185	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HHNBFDDL_00186	CDS	1023				hypothetical protein
HHNBFDDL_00187	CDS	627				hypothetical protein
HHNBFDDL_00188	CDS	306				hypothetical protein
HHNBFDDL_00189	CDS	801	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
HHNBFDDL_00190	CDS	1017			COG1840	putative protein
HHNBFDDL_00191	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
HHNBFDDL_00192	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
HHNBFDDL_00193	CDS	981	sorC		COG2390	Sorbitol operon regulator
HHNBFDDL_00194	CDS	321	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
HHNBFDDL_00195	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
HHNBFDDL_00196	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
HHNBFDDL_00197	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
HHNBFDDL_00198	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
HHNBFDDL_00199	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
HHNBFDDL_00200	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
HHNBFDDL_00201	CDS	843				hypothetical protein
HHNBFDDL_00202	CDS	696				hypothetical protein
HHNBFDDL_00203	CDS	417				hypothetical protein
HHNBFDDL_00204	CDS	972	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
HHNBFDDL_00205	CDS	573				hypothetical protein
HHNBFDDL_00206	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
HHNBFDDL_00207	CDS	804				hypothetical protein
HHNBFDDL_00208	CDS	1260		3.4.24.-		Putative zinc metalloprotease
HHNBFDDL_00209	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
HHNBFDDL_00210	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
HHNBFDDL_00211	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HHNBFDDL_00212	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
HHNBFDDL_00213	CDS	3816	glgX_1	3.2.1.196		Glycogen debranching enzyme
HHNBFDDL_00214	CDS	414	rpsL		COG0048	30S ribosomal protein S12
HHNBFDDL_00215	CDS	471	rpsG		COG0049	30S ribosomal protein S7
HHNBFDDL_00216	CDS	2082	fus			Elongation factor G
HHNBFDDL_00217	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
HHNBFDDL_00218	CDS	264				hypothetical protein
HHNBFDDL_00219	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
HHNBFDDL_00220	CDS	153				hypothetical protein
HHNBFDDL_00221	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
HHNBFDDL_00222	CDS	231				hypothetical protein
HHNBFDDL_00223	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
HHNBFDDL_00224	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
HHNBFDDL_00225	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
HHNBFDDL_00226	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
HHNBFDDL_00227	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
HHNBFDDL_00228	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
HHNBFDDL_00229	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
HHNBFDDL_00230	CDS	1419	adeQ		COG2252	Adenine permease AdeQ
HHNBFDDL_00231	CDS	708				hypothetical protein
HHNBFDDL_00232	CDS	948	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
HHNBFDDL_00233	CDS	1323	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
HHNBFDDL_00234	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
HHNBFDDL_00235	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
HHNBFDDL_00236	CDS	318				hypothetical protein
HHNBFDDL_00237	CDS	447	rplM			50S ribosomal protein L13
HHNBFDDL_00238	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HHNBFDDL_00239	CDS	339				hypothetical protein
